contigName	contigLen	totalAvgDepth	sorted_for_coverage.bam	sorted_for_coverage.bam-var
k141_11898	12473	46.1385	46.1385	1482.43
k141_9849	2149	35.7244	35.7244	293.882
k141_2345	6929	50.5138	50.5138	1760.09
k141_11436	1483	3.22881	3.22881	5.50839
k141_309	6692	50.4234	50.4234	6781.84
k141_10319	7033	37.1061	37.1061	226.202
k141_13056	1634	594.317	594.317	177587
k141_3465	41983	64.1864	64.1864	5653.03
k141_8062	57786	107.419	107.419	28603.7
k141_4167	19087	166.23	166.23	11508.4
k141_10069	13873	48.5937	48.5937	9855.75
k141_13058	1982	45.4945	45.4945	1037.83
k141_7864	17380	38.7349	38.7349	1733.22
k141_313	1463	5882.04	5882.04	1.83492e+08
k141_5969	32493	36.4471	36.4471	994.264
k141_1693	1012	1.86659	1.86659	6.22263
k141_11899	4722	187.808	187.808	23743.2
k141_4863	17280	43.0459	43.0459	1034.08
k141_2346	1048	4.14143	4.14143	5.59985
k141_7865	1520	7.03285	7.03285	12.8105
k141_8289	55629	157.983	157.983	17609.4
k141_3244	193026	54.4487	54.4487	3895.12
k141_13060	1043	63.0078	63.0078	627.947
k141_1225	1081	14.739	14.739	109.668
k141_4622	2494	5.91724	5.91724	19.5742
k141_314	2705	5.82975	5.83014	45.5649
k141_197	11174	48.2473	48.2473	1134.97
k141_11900	1100	2.93895	2.93895	6.14797
k141_10322	4292	214.924	214.924	6347.44
k141_8291	1111	2.34651	2.34651	2.80584
k141_6453	1050	1.17333	1.17333	1.25579
k141_198	1067	17.2421	17.2421	197.174
k141_4624	1344	11.7697	11.7697	20.0735
k141_3247	1314	3.15464	3.15464	3.98468
k141_6454	1357	3.42005	3.42005	6.75954
k141_199	1697	4.97738	4.97738	13.6806
k141_10325	1604	1.50481	1.50481	3.08567
k141_12165	12078	84.7928	84.7928	3040.46
k141_8064	8214	32.535	32.535	455.272
k141_8295	1650	9.86933	9.86933	108.691
k141_3680	11143	178.846	178.846	85976.9
k141_9663	154839	46.1823	46.1823	2800.85
k141_2160	29996	33.9865	33.9865	1087.85
k141_315	4717	102.201	102.201	3802.01
k141_12166	1011	2.35656	2.35656	1.02737
k141_8065	1232	468.976	468.976	930176
k141_6457	2609	2389.96	2389.96	1.18595e+07
k141_6458	1160	3.62475	3.62475	4.79762
k141_200	3001	75.0088	75.0088	1105.58
k141_2162	1242	5.17308	5.17308	12.3541
k141_12606	31015	278.522	278.522	132772
k141_985	67384	51.9555	51.9555	3099.56
k141_13062	1466	5.05243	5.05243	21.0853
k141_8723	28557	235.295	235.295	368995
k141_4864	9005	147.656	147.656	15201.6
k141_8974	49013	84.8288	84.8288	10916.6
k141_11904	6208	7.17299	7.17299	53.5597
k141_13483	38601	57.9342	57.9342	1538.42
k141_12608	1239	11.1892	11.1892	122.314
k141_4626	6775	51.0584	51.0584	1863.03
k141_6931	31842	157.691	157.691	20174.2
k141_9850	16624	63.9961	63.9961	4028.51
k141_4628	1247	1.68733	1.68733	5.27353
k141_8070	3512	55.809	55.809	2059.56
k141_6932	1073	63.2026	63.2026	106.27
k141_3691	1258	5.82852	5.82852	21.7013
k141_7866	1806	6.51932	6.51932	41.3386
k141_9852	1007	9.06884	9.06884	23.3236
k141_11439	4452	43.9649	43.9649	821.46
k141_4630	1053	2.75305	2.75305	5.42342
k141_316	7008	112.523	112.523	7483.33
k141_4170	14409	229.308	229.308	56487.3
k141_11908	2511	2.25328	2.25328	3.02563
k141_9853	1091	6.61105	6.61105	15.2507
k141_8514	73582	86.4848	86.4848	9789.17
k141_4631	1022	4.3383	4.3383	5.78555
k141_13484	4795	92.8153	92.8153	13565
k141_4171	1114	4.23444	4.23548	9.55096
k141_5970	15455	71.7963	71.7963	2920.76
k141_11909	1350	2.58083	2.58083	3.40129
k141_8975	5849	49.077	49.077	1299.21
k141_5069	31426	46.5581	46.5581	2060.46
k141_13064	5990	117.574	117.574	36255.3
k141_14182	79200	68.8605	68.8605	5646.37
k141_12167	9429	48.9185	48.9185	3570.15
k141_13981	64738	91.3083	91.3083	6837.41
k141_319	1694	2.23769	2.23769	3.04974
k141_4865	6226	10.9111	10.9111	131.128
k141_7867	3846	32.9218	32.9218	338.348
k141_13487	1151	2.81219	2.81219	6.58271
k141_11911	1613	5.10253	5.10253	26.6652
k141_12168	1142	5.93448	5.93448	5.46594
k141_7543	70211	61.1131	61.1131	2606.26
k141_202	1202	4.14829	4.14829	4.94278
k141_5974	1350	4.39833	4.39833	8.95045
k141_3469	1023	5.25773	5.25773	6.14333
k141_8519	1946	33.686	33.686	477.833
k141_5553	25035	83.9746	83.9746	5545.1
k141_5073	2021	3.25975	3.25975	7.22122
k141_3927	186201	76.6598	76.6598	27741.2
k141_5319	49653	55.95	55.95	8121.88
k141_2623	31497	54.2507	54.2507	4108.37
k141_1478	28641	51.5675	51.5675	7516.17
k141_11913	2143	101.071	101.071	1861.33
k141_1700	15217	142.033	142.033	14549.5
k141_9855	1055	3.14365	3.14365	6.13205
k141_1482	1065	3.53661	3.53661	11.9668
k141_4639	1154	2.99701	2.99701	3.93318
k141_12356	35564	53.0623	53.0623	1795.12
k141_9434	26721	45.7906	45.7906	2132.72
k141_3928	4114	190.169	190.169	22532.4
k141_4640	1405	2.40159	2.40159	7.69346
k141_13983	7789	34.6277	34.6277	273.452
k141_5074	5863	190.301	190.301	44939.1
k141_7545	1667	3.16809	3.16809	3.39322
k141_4643	1500	108.962	108.962	6056.16
k141_7546	1006	3.37033	3.37033	4.43696
k141_205	5850	34.1395	34.1395	306.465
k141_6936	12122	113.46	113.46	7026.33
k141_1483	5119	2632.97	2632.97	7.48167e+07
k141_1706	3545	5.67865	5.67865	28.6376
k141_12357	4906	64.3322	64.3322	3497.69
k141_6937	1024	17.9359	17.9359	356.596
k141_1484	1129	2.74157	2.74157	2.44748
k141_2812	38154	68.418	68.418	5852
k141_5977	8925	269.614	269.614	65815.1
k141_6938	1640	2.35302	2.35302	4.49982
k141_3028	83060	103.94	103.94	21418.8
k141_11240	40664	85.4547	85.4547	4299.21
k141_2813	1018	105.618	105.618	1283.72
k141_11241	1189	156.376	156.376	9648.15
k141_326	3068	3911.79	3911.79	2.99649e+08
k141_742	102853	118.116	118.116	21800.1
k141_10786	40275	57.3946	57.3946	7958.82
k141_6462	15597	42.6057	42.6057	550.183
k141_6940	1846	2.62028	2.62028	2.88464
k141_12361	2473	31.585	31.585	509.869
k141_8976	17495	83.1007	83.1007	11642.6
k141_10327	25872	71.9652	71.9652	3918.84
k141_2816	1741	2.37209	2.37209	3.22375
k141_207	6425	52.7284	52.7284	2816.8
k141_3929	10554	101.405	101.405	11596.3
k141_7371	23389	230.558	230.558	95295.7
k141_5554	1237	1602.44	1602.44	1.00238e+07
k141_11242	1441	5.79938	5.79938	11.0333
k141_10328	1064	3.4628	3.4628	5.25657
k141_6942	1339	2.71489	2.71489	2.81007
k141_9435	12321	32.5392	32.5392	282.943
k141_5557	1088	1.40938	1.40938	2.8098
k141_10788	3319	390.142	390.142	97959.9
k141_6943	2489	3.34545	3.34545	4.29974
k141_13302	77602	45.7061	45.7061	3866.18
k141_8297	28608	102.398	102.398	6983.63
k141_11243	3200	70.9561	70.9564	757.021
k141_7377	1619	6.97481	6.97481	11.7398
k141_8724	27034	119.211	119.211	15365.1
k141_5321	11330	37.4112	37.4112	996.264
k141_6945	1054	2.76991	2.76991	6.70227
k141_4172	21624	43.9106	43.9106	1130.23
k141_8071	23292	56.2769	56.2769	12472.6
k141_11918	15443	99.6287	99.6287	8855.74
k141_7378	1392	256.473	256.473	34618.9
k141_10792	1801	5.43247	5.43247	28.8553
k141_13984	14836	36.7133	36.7133	387.839
k141_3698	1235	130.307	130.307	22646.2
k141_8726	1490	4.01343	4.01343	4.73168
k141_5075	14945	86.0437	86.0437	9519.07
k141_13987	1429	2.98202	2.98202	4.65303
k141_7547	1755	7.14268	7.14268	57.5726
k141_8977	10099	54.4492	54.4492	1363.84
k141_328	5150	212.739	212.739	58384.3
k141_3699	3785	239.28	239.28	22027.3
k141_986	33195	110.075	110.075	13434.1
k141_3700	1355	4.30539	4.30539	10.5229
k141_9664	37771	49.8243	49.8243	1405.09
k141_5077	3690	87.6723	87.6723	4962.47
k141_9180	56039	55.1094	55.1094	3849.94
k141_331	2197	282.401	282.401	51120.7
k141_3702	1710	1377.69	1377.69	7.26189e+06
k141_13991	3238	6.89119	6.89119	22.7455
k141_9437	11927	37.3272	37.3273	1370.95
k141_3030	15873	45.4509	45.4509	1260.01
k141_8299	9786	77.3894	77.3894	4187.25
k141_3704	1048	894.698	894.698	639954
k141_334	1041	148.444	148.444	2650.73
k141_7379	9626	57.7131	57.7131	4559.76
k141_1707	21837	45.6456	45.6456	2950.92
k141_5080	2757	6.70426	6.70426	101.558
k141_12609	37699	59.2898	59.2898	2830.71
k141_12170	15556	98.3105	98.3105	7419.89
k141_2817	17569	48.981	48.981	2344.1
k141_5325	13230	58.2761	58.2761	2480.9
k141_3706	4086	90.6705	90.6705	2622.96
k141_12807	85034	44.2849	44.2849	2200.27
k141_11244	14491	48.2079	48.2079	1226.06
k141_11920	13712	71.5816	71.5816	8542.32
k141_7385	1397	8.54451	8.54451	24.5533
k141_2819	1174	13.2412	13.2412	165.921
k141_13306	10657	55.9256	55.9256	3700.94
k141_6191	106502	75.6477	75.6477	11814.7
k141_10577	62439	180.217	180.217	82492
k141_2624	35554	176.387	176.387	108760
k141_9665	8300	100.4	100.4	3739.32
k141_7549	6932	76.1616	76.1616	5756.35
k141_2625	1390	68.6395	68.6395	1428.75
k141_3248	49796	58.3837	58.3837	3958.57
k141_11246	3718	6547.67	6547.67	6.35003e+06
k141_2626	1329	44.0204	44.0204	306.7
k141_11247	1335	60.8878	60.8878	343.875
k141_9667	1397	2.70569	2.70569	6.15644
k141_13760	79670	113.442	113.442	15858.3
k141_7551	1794	153.56	153.56	9263.7
k141_10581	2437	8190.53	8190.53	1.95131e+08
k141_3249	2708	3.1724	3.1724	7.41372
k141_13992	12342	87.6752	87.6752	9276.16
k141_8303	9706	40.9194	40.9195	553.861
k141_749	24809	227.146	227.146	66570.4
k141_6947	21543	77.913	77.913	5008.53
k141_9668	2084	7.43899	7.43899	45.3784
k141_14397	77859	106.426	106.426	15707.1
k141_6201	1308	9.56045	9.56045	206.269
k141_2823	5109	54.2234	54.2234	3509.06
k141_9669	1069	6.79652	6.79652	11.6285
k141_7871	25457	62.5806	62.5806	7431.92
k141_8305	1200	5.58571	5.58571	10.8301
k141_14399	1430	456.765	456.765	697476
k141_6202	1788	3.1453	3.1453	4.68996
k141_12174	1895	5.51805	5.51805	40.1237
k141_2825	2610	73.8037	73.8037	14878
k141_756	1309	102192	102192	1.14478e+09
k141_8731	3577	116.708	116.708	6443.93
k141_4174	24832	50.796	50.796	2012.72
k141_1895	88413	50.3718	50.3718	3299.91
k141_14401	2543	41.8161	41.8161	474.497
k141_13308	1189	3.04524	3.04524	3.87755
k141_13994	6246	310.578	310.578	55486.6
k141_8306	4180	65.6717	65.6717	1288.93
k141_1896	2694	128.426	128.426	23496.3
k141_13310	2253	72.7508	72.7508	268.89
k141_4648	19443	33.8778	33.8778	388.198
k141_4866	52556	103.757	103.757	14218.4
k141_2351	63655	83.911	83.911	16882.9
k141_758	5226	93.6917	93.6917	8891.71
k141_3932	33453	38.2644	38.2644	782.352
k141_11923	15530	112.554	112.554	9708.28
k141_4649	1565	1.82332	1.82332	1.59819
k141_6949	10949	50.4008	50.4008	1287.3
k141_3933	1276	1.38366	1.38366	1.61091
k141_11440	59136	4.90942	4.90942	33.9279
k141_761	1169	3.8106	3.8106	18.6723
k141_11925	1967	207.049	207.049	53856.8
k141_10582	14201	46.9409	46.9409	8606.29
k141_763	1305	2.55238	2.55238	2.68769
k141_4870	2908	26.537	26.537	120.933
k141_12808	21820	104.087	104.087	47652.9
k141_8733	9740	38.4484	38.4484	493.359
k141_10583	1326	2.2602	2.2602	3.93052
k141_5326	22206	115.672	115.672	8690.26
k141_337	24572	71.6786	71.6786	4766.91
k141_8734	1875	5.71884	5.71884	20.034
k141_13492	39684	34.7454	34.7454	789.776
k141_12363	41362	217.072	217.072	44227.3
k141_5081	25292	41.3944	41.3944	1208.75
k141_10585	2034	5.38323	5.38323	31.4367
k141_3935	5602	127.656	127.656	7515.51
k141_12364	1032	2.95918	2.95918	3.95518
k141_11441	6706	41.9954	41.9954	700.58
k141_12175	16249	39.8686	39.8686	1009.55
k141_13494	1949	99.2279	99.2279	2823.74
k141_3938	2246	4.50191	4.50191	9.45875
k141_4873	5150	25.5048	25.5048	280.623
k141_3470	61577	75.1182	75.1182	10027.5
k141_13495	1207	8.95175	8.9527	67.0489
k141_5082	4099	79.1481	79.1481	8859.81
k141_5327	6354	67.0612	67.0614	14135
k141_3471	1268	3.19052	3.19052	24.5484
k141_8307	13296	281.556	281.556	150102
k141_5083	1052	42.163	42.163	457.455
k141_1485	52198	62.4857	62.4857	7485.71
k141_13498	1078	16.3103	16.3103	109.966
k141_5329	1081	2.22771	2.22771	3.51583
k141_4175	16918	5.22	5.22	1999.83
k141_4876	2012	1.88077	1.88077	3.33453
k141_5084	1505	15.1395	15.1395	188.36
k141_8308	1342	79.0168	79.0168	2150.48
k141_11023	201115	50.313	50.313	3228.61
k141_4176	1547	2.25626	2.25626	3.77669
k141_1489	1343	4.31098	4.31098	6.28828
k141_4878	1310	15.9828	15.9828	381.554
k141_3473	3475	4.84211	4.84211	12.9099
k141_764	10995	96.5061	96.5061	17994.2
k141_9670	1320	1.56325	1.56325	2.15725
k141_10586	8965	47.4399	47.4399	1017.36
k141_1490	1430	2.15078	2.15078	1.85293
k141_4178	1067	4.18975	4.18975	2.70849
k141_11025	1994	5.73156	5.73156	37.5998
k141_13499	4762	61.0234	61.0234	1894.61
k141_765	2170	5.95248	5.95248	12.4682
k141_12370	6553	56.9121	56.9121	3166.15
k141_1492	1423	8.75648	8.75648	44.6922
k141_9671	2927	5.50738	5.50738	16.1671
k141_13312	18195	24.3447	24.3447	289.52
k141_11027	1946	4.75557	4.75557	20.1736
k141_5085	5781	82.9998	82.9998	14205.8
k141_13313	1164	3.33629	3.33629	19.2324
k141_13997	22735	103.18	103.18	6941.96
k141_13314	1592	3.1491	3.1491	7.42745
k141_11442	12690	40.4325	40.4325	812.431
k141_3940	3106	214.381	214.381	22325.3
k141_3474	6529	67.5553	67.5553	3680.84
k141_14000	1817	135.56	135.561	21485.8
k141_12373	3745	6.21725	6.21725	96.8911
k141_9856	64452	61.2048	61.2048	5752.27
k141_766	6400	77.9189	77.919	2177.75
k141_14002	1145	5.02613	5.02613	22.0719
k141_9672	5763	37.1003	37.1005	637.932
k141_9673	1016	3.99885	3.99885	3.78381
k141_12809	20779	100.245	100.245	14453.1
k141_5086	5514	222.988	222.988	43937
k141_2355	22025	59.2484	59.2484	3200.3
k141_9858	2129	6.0955	6.0955	97.1028
k141_4402	179636	61.5044	61.5044	7020.42
k141_11927	23015	47.2376	47.2376	3126.08
k141_2828	14832	69.0242	69.0242	3949.37
k141_11443	5928	52.1885	52.1885	405.565
k141_1493	9313	164.847	164.847	37040.8
k141_6634	377673	65.9823	65.9823	13747.9
k141_10588	11142	92.1079	92.1079	4441.41
k141_1494	1049	6.93771	6.93771	18.602
k141_7552	15906	85.9777	85.9777	13369.7
k141_7872	19366	123.854	123.854	27159.2
k141_14003	5354	73.3219	73.3219	3440.42
k141_4403	1615	3.71536	3.71536	21.9117
k141_6635	1615	3.57952	3.57952	14.3927
k141_6203	17918	47.8972	47.8973	1248.88
k141_7554	1365	12.2346	12.2346	93.9224
k141_12811	5248	71.0071	71.0071	502.912
k141_5771	132337	4.21085	4.21085	18.9168
k141_7555	1752	3.82896	3.82896	6.37298
k141_12376	2162	2.76292	2.76292	4.01087
k141_6950	30725	213.838	213.838	44873.9
k141_12610	40895	30.3869	30.3869	719.608
k141_8735	7564	331.167	331.167	223953
k141_7874	1100	7.53789	7.53789	16.8199
k141_6638	2881	75.1813	75.1813	4580.6
k141_5773	2082	5.10973	5.10973	14.0874
k141_12611	1019	10.0092	10.0092	51.4698
k141_770	8999	58.226	58.226	1528.13
k141_14004	1960	2.61492	2.61492	2.55423
k141_6639	1167	7.36382	7.36382	104.375
k141_12176	14965	91.7326	91.7326	8055.2
k141_12380	1005	3	3	3.32084
k141_11030	16725	45.3567	45.3567	1908.03
k141_4405	1284	56130	56130	2.41172e+09
k141_6641	1573	140.787	140.788	7236.53
k141_7559	2947	60.6943	60.6943	625.239
k141_6954	2825	1988.04	1988.04	3.8596e+07
k141_5330	17594	96.3866	96.3866	69780.2
k141_13315	15548	248.051	248.051	97447.5
k141_4406	1287	105.854	105.854	2566.96
k141_6643	1405	1.32908	1.32908	1.47455
k141_338	31155	152.141	152.141	20602.8
k141_11447	4955	129.244	129.244	2567.37
k141_5560	71929	57.8845	57.8845	5876.82
k141_11449	1035	1.49379	1.49379	1.53984
k141_9182	61328	49.3309	49.3309	6385.8
k141_11450	1354	96.8173	96.8173	7673.72
k141_6644	3097	2872.82	2872.82	8.78713e+06
k141_14006	6611	108.945	108.945	5560.93
k141_10071	106003	207.737	207.737	47221.1
k141_13761	50122	54.2403	54.2403	2471.08
k141_6645	1268	3.58855	3.58855	7.88064
k141_12615	3997	135.076	135.076	15001.4
k141_6648	1171	2.55534	2.55534	5.29032
k141_9679	13054	48.6055	48.6055	1278.61
k141_12812	14571	42.822	42.822	1098.29
k141_6649	1792	71.1297	71.1303	7231.65
k141_9680	2287	2.77819	2.77819	5.37867
k141_5089	18849	71.8629	71.863	1588.26
k141_12617	3272	70.8719	70.8719	2326.87
k141_11031	11256	144.353	144.353	14760
k141_11736	151005	64.2002	64.2002	6484.76
k141_7386	61116	49.8619	49.8619	3999.75
k141_8521	94467	70.6348	70.6348	8870.17
k141_5094	1168	60.275	60.275	2595.2
k141_9681	3385	275.502	275.502	35073.7
k141_9183	8556	47.9929	47.9929	1402.32
k141_8074	77919	101.965	101.965	19935.8
k141_11032	3232	4.43089	4.43089	11.4172
k141_8736	1253	1.09973	1.09973	0.951924
k141_6204	19865	108.988	108.988	19091.5
k141_3475	29151	56.1324	56.1324	2339.33
k141_12382	11813	65.3224	65.3224	3683.8
k141_5095	1404	1.49442	1.49442	1.36112
k141_2164	100219	220.114	220.114	50115.3
k141_8076	1078	30.9547	30.9547	50.7898
k141_12383	1093	2.11771	2.11771	1.97871
k141_8526	1697	39.2282	39.2282	631.556
k141_3477	1351	2.95337	2.95337	6.57606
k141_9438	74358	53.8428	53.8428	2407.08
k141_12813	8486	49.096	49.096	1424.94
k141_2627	66461	43.7553	43.7553	1849.84
k141_13505	9764	50.365	50.365	9890.62
k141_12385	1835	66.3056	66.3062	2348.86
k141_8529	1132	2.60692	2.60692	2.27551
k141_3479	1452	4.25192	4.25192	18.3481
k141_2628	1260	4.58018	4.58018	20.1284
k141_9440	1358	27.7575	27.7575	68.9859
k141_12816	1243	5.52973	5.52973	37.2933
k141_9184	5240	24.3	24.3	270.837
k141_780	16142	169.441	169.441	16165.4
k141_11033	5564	49.1793	49.1793	582.388
k141_11250	62931	115.146	115.146	29818.6
k141_12177	1317	3.17995	3.17995	15.0397
k141_3712	46790	119.209	119.209	34887.5
k141_8532	1418	25.1498	25.1498	82.2696
k141_8309	40898	54.9552	54.9552	4449.33
k141_987	78407	79.8218	79.8218	6024.06
k141_8533	1205	4.10711	4.10711	6.06158
k141_8310	1121	220.866	220.866	143202
k141_12182	1124	1.44456	1.44456	2.21429
k141_11034	3592	56.5828	56.5828	786.845
k141_990	1069	4.19151	4.19151	6.75631
k141_2166	7983	86.9571	86.9571	5441.47
k141_3480	5936	50.2295	50.2295	1539.1
k141_12185	1334	2.12669	2.12669	2.94928
k141_8737	10540	46.85	46.85	2118.34
k141_991	2072	39.448	39.448	972.48
k141_8540	1680	39.5895	39.5895	970.078
k141_8738	1884	4.094	4.094	9.70783
k141_11035	4164	184.166	184.166	20470.2
k141_2167	3724	72.6186	72.6186	1750.45
k141_9683	14157	76.5906	76.5906	4958.64
k141_11036	1130	1.91429	1.91429	1.34505
k141_11738	15494	43.7965	43.7965	5677.92
k141_2168	1574	2.76756	2.76756	4.85319
k141_10589	37324	49.9609	49.9609	2330.64
k141_11739	1153	3.79661	3.79661	7.10037
k141_7388	1575	3.47649	3.47649	3.12183
k141_8314	6150	39.3605	39.3605	405.267
k141_12386	11557	66.213	66.2131	3261.19
k141_7389	1044	12.9094	12.9094	74.1182
k141_4879	51477	194.347	194.347	60525.7
k141_8315	1679	3.19359	3.19359	3.00049
k141_12186	6467	43.8887	43.8887	1152.51
k141_12387	1197	7.18625	7.18625	21.4844
k141_11259	7250	53.2454	53.2454	1660.67
k141_5331	1241	6.13382	6.13382	8.86284
k141_10793	98313	79.243	79.243	14007.1
k141_12388	1105	5.62094	5.62094	11.5417
k141_4881	1762	4.30831	4.30893	22.2322
k141_7169	143558	42.8128	42.8128	2170.98
k141_11742	1794	392.518	392.518	102483
k141_11261	1006	2.09229	2.09229	2.97743
k141_8542	5854	186.811	186.811	129208
k141_14011	28222	45.4784	45.4784	2308.83
k141_11263	1347	2.2381	2.2381	4.99429
k141_12619	9663	47.6941	47.6942	2186.25
k141_10798	1327	55.4647	55.4647	180.919
k141_8543	1729	434.551	434.551	177845
k141_12191	1701	5.64023	5.64023	54.4567
k141_11744	2235	7.97122	7.97122	135.049
k141_10592	5797	57.4946	57.4946	745.184
k141_994	1477	2.58101	2.58176	6.49989
k141_3716	14058	109.013	109.013	13538.5
k141_7170	3567	56.2212	56.2212	1709.67
k141_8544	1283	5.37334	5.37334	35.561
k141_8981	94553	54.4603	54.4603	4083.23
k141_10799	2344	126.274	126.274	9179.64
k141_14012	2726	159.844	159.844	4679.7
k141_8077	2186	4.26081	4.26081	8.09175
k141_995	1596	56.695	56.695	1166.04
k141_1897	77130	84.4576	84.4576	16772.6
k141_7172	1499	526.733	526.733	153442
k141_1496	44619	47.3869	47.3869	3827.55
k141_996	1395	3.69799	3.69799	13.5019
k141_1898	1261	8.86949	8.86949	72.1715
k141_4889	2859	120.759	120.759	33419.1
k141_10801	1423	4.17203	4.17203	9.35011
k141_12192	4334	42.3774	42.3774	501.473
k141_1497	1750	2.08625	2.08625	4.22146
k141_7177	1036	4.69977	4.69977	10.0498
k141_339	36825	283.932	283.932	381307
k141_1899	2860	88.4295	88.4299	6740.32
k141_7178	1926	2.82714	2.82714	3.98302
k141_8984	5319	95.0319	95.0319	7339.39
k141_342	1279	2.82994	2.82994	12.1448
k141_12623	3704	168.454	168.454	12727.1
k141_10593	9241	323.929	323.929	102230
k141_8985	2132	1874.47	1874.47	7.14553e+06
k141_8079	7554	56.6003	56.6003	2651.53
k141_344	1690	3.48896	3.48896	3.7432
k141_998	6822	33.1491	33.1491	179.326
k141_10595	1231	2.51249	2.51249	6.33897
k141_3032	100421	65.7307	65.7307	4776.53
k141_345	1346	7.06605	7.06605	41.8092
k141_999	1665	2.01122	2.01122	3.7852
k141_1498	7863	24.8702	24.8702	103.185
k141_8080	2748	226.89	226.89	32578.3
k141_11932	55013	48.8657	48.8657	2945.07
k141_782	28689	104.089	104.089	9641.98
k141_1000	1472	1.97277	1.97277	2.97428
k141_11037	21617	62.2555	62.2555	11054.1
k141_8081	1831	35.5265	35.5265	202.434
k141_9445	30780	198.138	198.138	38907
k141_346	3249	82.2985	82.2985	3509.85
k141_1903	7502	179.857	179.857	22837.9
k141_11745	14525	103.317	103.317	12942.4
k141_8082	1066	3.52183	3.52183	4.89244
k141_7560	48686	43.3459	43.3459	2374.17
k141_11038	1824	25.6237	25.6237	31.6516
k141_8744	5419	90.3329	90.3329	5108.73
k141_9446	1919	79.4794	79.4794	645.861
k141_4410	23034	136.049	136.049	20850
k141_9860	55414	34.9762	34.9762	1089.59
k141_10596	6380	43.2949	43.2949	2769.39
k141_12625	1027	4433.69	4433.69	4.26121e+07
k141_8317	21070	32.2475	32.2475	720.827
k141_4411	1013	2.63036	2.63036	4.14512
k141_11751	1056	5.98124	5.98124	7.65157
k141_9447	2859	56.5976	56.5976	473.086
k141_8318	1330	48.4653	48.4653	225.786
k141_1501	5989	226.816	226.816	33522.9
k141_8745	3829	41.5681	41.5681	493.675
k141_10600	1280	3.68938	3.68938	7.17976
k141_10803	16896	93.2537	93.2537	44234.2
k141_1226	159162	65.9694	65.9694	7687.4
k141_11755	1355	7.55602	7.55602	86.794
k141_4414	2951	11.0239	11.0239	159.38
k141_11756	1023	1.02978	1.03093	1.01395
k141_14015	1254	106.922	106.922	56266.2
k141_1228	1143	2.70896	2.70896	2.69445
k141_5100	39111	131.462	131.462	22423.6
k141_10806	1143	2.48338	2.48338	4.32859
k141_3256	78843	191.184	191.184	47387.5
k141_8326	1057	3.85998	3.85998	6.22652
k141_14016	1348	141.142	141.143	1339.79
k141_4415	1734	4.03409	4.03409	11.6502
k141_3257	1143	2.60322	2.60322	1.93313
k141_8328	1089	2.4345	2.4345	3.32698
k141_11043	8033	59.8923	59.8923	4744.52
k141_8084	1192	6.7572	6.7572	15.064
k141_3719	24916	54.4648	54.4648	2446.78
k141_4418	1035	7.16271	7.16271	20.5165
k141_11938	10229	39.9488	39.9488	800.627
k141_11759	2999	66.9323	66.9323	4435.98
k141_14017	2749	49.9003	49.9003	602.754
k141_5774	65264	5.56661	5.56661	71.5567
k141_14403	98626	45.3635	45.3635	5395.76
k141_9187	40886	58.0534	58.0534	2241.09
k141_11044	1650	77.654	77.654	6971.23
k141_8332	1126	4.81557	4.81557	22.3435
k141_7181	19813	47.487	47.487	2948.67
k141_783	15142	36.7134	36.7134	1444.17
k141_3481	40726	50.9181	50.9181	3810.23
k141_9684	14295	208.045	208.045	32966
k141_6207	48285	181	181	33035.3
k141_9685	1176	93.5117	93.5117	2399.01
k141_9449	12007	58.5815	58.5815	2890.98
k141_11047	3660	28.6718	28.6718	74.787
k141_9686	1914	345.427	345.427	42986.6
k141_9450	1269	12.9455	12.9455	174.714
k141_11048	1645	3.8495	3.8495	8.50949
k141_7182	5105	30.8285	30.8285	422.91
k141_9451	1179	2.24295	2.24295	2.42534
k141_6464	126948	48.1199	48.1199	3161.09
k141_9453	1010	15.1884	15.1884	125.413
k141_6466	1315	16.1253	16.1253	174.424
k141_10807	13380	136.36	136.36	9587.19
k141_3941	67733	59.7332	59.7332	4135.34
k141_2356	79044	75.6986	75.6986	6448.45
k141_2170	42036	80.8466	80.8466	6759.38
k141_11939	11970	171.149	171.149	21983.9
k141_2834	41304	85.2967	85.2967	12496.5
k141_9454	3462	820.082	820.082	3.00919e+06
k141_1512	14375	204.091	204.091	78241
k141_1229	16524	112.367	112.367	17406.1
k141_3482	10336	123.051	123.051	9033
k141_2835	1001	2.96122	2.96122	4.38553
k141_6468	3032	37.3629	37.3629	296.207
k141_2359	1738	59.2632	59.2632	663.745
k141_2172	1422	2.1934	2.1934	2.08373
k141_9188	12579	35.1447	35.1447	474.776
k141_3720	14685	31.0083	31.0083	390.101
k141_785	11276	264.436	264.436	90031.6
k141_6469	1379	8.06672	8.06672	54.305
k141_3033	29001	39.0042	39.0042	1394.25
k141_1516	1410	3.16667	3.16746	3.61055
k141_2173	1686	5.99414	5.99414	16.3954
k141_6471	1035	9.3096	9.3096	29.8541
k141_11760	15645	52.9855	52.9855	3166.67
k141_3034	1577	2.26769	2.26769	2.58048
k141_6474	1004	28.7635	28.7635	105.454
k141_7183	9193	168.114	168.114	17021.2
k141_6210	12491	44.5336	44.5336	3343.34
k141_12199	14061	157.015	157.015	79111.3
k141_8549	39680	51.6839	51.684	1990.18
k141_13066	160475	76.986	76.986	10016.6
k141_8746	24354	88.3122	88.3122	43649.1
k141_13067	1004	1.75293	1.75293	5.19679
k141_790	4291	153.805	153.805	24360.4
